USERNAME;JOB_ID;NODENAME;APPNAME;AVG.FREQ;TIME;CPI;TPI;GBS;GFLOPS_1_proces;DC-NODE-POWER;DRAM-POWER;PCK-POWER;DEF.FREQ;POLICY;POLICY_TH;TOTAL_INST;CORES
NA;68657;cmp2732.hpc.eu.lenovo.com;SSE2 DP ADD128;2272200;1.346014;0.470981;0.0;0.0;9.500682;70.578761;16.289449;197.080470;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;SSE2 DP MUL128;2355600;1.361204;0.476155;0.0;0.0;9.393813;179.987717;16.256851;201.323010;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD128;2357400;1.345231;0.470723;0.0;0.0;18.993340;368.709909;16.253298;204.715373;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;AVX DP ADD256;2357400;1.346773;0.470876;0.0;0.0;18.967876;186.371423;16.239255;213.984584;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;AVX DP MUL256;2347500;1.346111;0.470914;0.0;0.0;18.947333;194.634766;16.248329;214.409887;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD256;2356200;1.345480;0.470147;0.0;0.0;37.997411;398.370842;16.225749;221.283107;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;AVX-512F DP ADD512;2279100;1.471355;0.469630;0.0;0.0;34.739375;183.504321;16.259995;180.207102;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;AVX-512F DP MUL512;2206200;1.470807;0.471144;0.0;0.0;34.731549;303.914790;16.291346;179.501059;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68657;cmp2732.hpc.eu.lenovo.com;AVX-512F DP FMADD512;2246400;1.471368;0.471318;0.0;0.0;69.414888;152.918916;16.280167;188.588299;2400000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;SSE2 DP ADD128;2844900;1.049688;0.472392;0.0;0.0;12.175641;91.455747;16.210828;257.067469;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;SSE2 DP MUL128;3038700;1.068865;0.483461;0.0;0.0;11.939770;294.705131;16.188451;264.509527;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD128;3056400;1.040914;0.472652;0.0;0.0;24.594046;306.461437;16.222166;271.280704;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;AVX DP ADD256;2629800;1.241455;0.469884;0.0;0.0;20.578454;262.595100;16.253406;231.640772;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;AVX DP MUL256;2623500;1.241788;0.469779;0.0;0.0;20.571373;225.481322;16.257919;231.706398;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;FMA DP FMADD256;2648400;1.242284;0.471192;0.0;0.0;41.105864;460.442218;16.258392;238.866418;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;AVX-512F DP ADD512;2406600;1.471136;0.471141;0.0;0.0;34.713884;196.446827;16.263380;180.697354;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;AVX-512F DP MUL512;2313000;1.471095;0.471183;0.0;0.0;34.801915;152.267529;16.293395;180.032997;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;68698;cmp2732.hpc.eu.lenovo.com;AVX-512F DP FMADD512;2293800;1.470500;0.471181;0.0;0.0;69.583058;153.009181;16.296978;188.952350;2401000;MONITORING_NO_EAR;0.0;6400000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;SSE2 DP ADD128;2383800;13.451361;0.470803;0.0;0.0;9.519333;245.625703;16.244603;198.785243;2400000;MONITORING_NO_EAR;0.0;64000000000;40
NA;70532;cmp2732.hpc.eu.lenovo.com;SSE2 DP MUL128;2385300;13.624904;0.476731;0.0;0.0;9.397122;236.992496;16.240587;200.947866;2400000;MONITORING_NO_EAR;0.0;64000000000;40
